topic,rank,doc
291,2,"#AI = #DATA #INTERPOL= #AU #UN #EU #US #China #Russia... the terrorist TPLF Since when #TedrosAdhanom is caring for humanity ⁉️ He's a member of a gang, the #TPLF, which deploy #ChildSolders into combat. #TPLFisTheCause #ChildSoldiers"
291,3,&amp; no place 4 others.Those access 2 #aid are only those support Tplf. #IC look silently &amp; support Tplf blindly. #MSM reports only info they collect by phone given by Tplf cadres.Their report is in mirrior image of Tplf. #WHO is good eg. that violate their working principles.
292,1,"Civilians in Tigray are facing death due to starvation and inadequate medical care. Although it’s very late, the lifting of the siege could save lives. We need the to take action now! #EndTigraySiege"
292,2,"Civilians in #Tigray are facing death due to starvation and inadequate medical care.Although it's very late,the lifting of the siege could save lives.We need the to take action now!#EndTigraySiege"
292,3,"Civilians in #Tigray are facing death due to starvation and inadequate medical care. Although it's very late, the lifting of the siege could save lives. We need the to take action now #EndTigraySiege"
293,1,"#POTUS #SCOTUS #GOP #DNC #FoxNews #CNN #Antifa #BlackLivesMatter #PONTIFEX #CopelandNetwork #UN #NATO #WSJ #NYSE #California #RepMTG #RepBoebert Kevin McCarthy is already fulfilling a prediction I made... McCarthy will ""FAIL"" at delegating authority."
293,2,"#POTUS #SCOTUS #GOP #DNC #FoxNews #CNN #Antifa #BlackLivesMatter #PONTIFEX #CopelandNetwork #UN #NATO #WSJ #NYSE #California #RepMTG #RepBoebert ""CRONY"" McCARTHY voted 71.4% in favor of ""DOMESTIC SURVEILLANC""! GET BENT Kevin McCarthy!"
293,3,#POTUS #SCOTUS #GOP #DNC #FoxNews #CNN #Antifa #BlackLivesMatter #PONTIFEX #CopelandNetwork #UN #NATO #WSJ #NYSE #California #RepMTG #RepBoebert Kevin McCarthy can't even name names.
294,1,Chicken!: Negotiation is THE solution but &amp; have a different agenda regardless people's suffering (geopolitics against Ru). Criminals are not only in Moscow but also in Kiev &amp; Washington: NATO is definitively the US arm in Ukr ! #Ukraine
294,2,"#Ukraine Wang YI peace Deal 3 9 Nov Deal 1 = Russia leave Donbas, Crimea gets the Elon Musk option (7yr moratorium, then UN referendum) In return Russia gets :- a) No NATO for Ukr b) No long range missiles etc for Ukr c) UN peace keeping force- Donbas &amp; Crimea Deal 3 is similar"
294,3,"#Ukraine Deal 1 = Russia leave Donbas, Crimea gets the Elon Musk option (7yr moratorium, then UN referendum) 14 Nov Gen Zaluzhnyi phones Mark Milley 15 Nov Deal 1 ends with 10 point plan at Bali missile attacks Deal 2 = Russia leave Donbas &amp; Crimea 2 Dec Macron Biden Washington"
295,1,#Russia vetoes UN resolution deploring 'aggression' in #Ukraine - AFP
295,2,Overwhelming #UNSC support for resolution #Russia vetoed &gt; Russia vetoes UN Security Council resolution demanding halt of invasion in Ukraine | CBC News
295,3,"🇷🇺🇺🇳 FLASH - #Russia vetoes a #UN Security Council resolution deploring its ""aggression"" of #Ukraine. (AFP) #UkraineInvasion #UkraineRussia"
296,1,#Ukraine demands emergency UN meeting over Putin nuclear plan (from )
296,2,#Ukraine demands emergency #UN meeting over #Putin #nuclear plan
296,3,#Ukraine demands #emergency UN meeting over Putin nuclear plan
297,1,#Albania’s Rep to the #UN lays in to Russia in front of a full room. He says the #RussianArmy clearly destroyed the #Kakhovka dam and that there’s no point to listen to the Russians as they are a bunch of LIARS. “How many times have they LIED”?
297,2,🇦🇱 Albania’s Permanent Representative to the UN absolutely wrecks Russia in front of a full room. #ukraine #UkraineWillWin #RussiaIsLosing #RussiaIsATerroristState #russian #Albania #RussianWarCrimes
297,3,Kudos #Albania Albania’s Permanent Representative to the UN absolutely wrecks Russia in front of a full room. He says the Russian Army clearly destroyed the Kakhovka dam and that there’s no point to listen to the Russians as they are a bunch of liars. #RussiaIsATerroristState
298,1,War crimes. Endless war crimes. Compliments of #Fascist #Russia. #PutinWarCriminal
298,2,"Another day of war crimes, compliments of #fascist #Russia. #PutinWarCriminal"
298,3,"Don't forget, . One of the most serious single war crimes, compliments of #fascist #Russia. #PutinWarCriminal"
299,1,"Nearly 1,000 children killed or injured in #Ukraine but real number likely higher"
299,2,"Nearly 1,000 children killed or injured in 🇺🇦#Ukraine but real number likely higher The 🇷🇺#Russian invasion of Ukraine began nearly six months ago, and 🇺🇳#UNICEF has verified that at least 972 children have been killed or injured by the violence."
299,3,"Nearly 1,000 children killed or injured in #Ukraine️:"
300,1,"#Ukraine: ‘Cycle of death, destruction’ must stop, UN chief tells Security Council. “The war…is senseless in its scope, ruthless in its dimensions and limitless in its potential for global harm. It is high time to unite and end this war”"
300,2,"🛑#Ukraine ‘Cycle of death, destruction’ must stop, UN chief tells Security Council. “The war…is senseless in its scope, ruthless in its dimensions and limitless in its potential for global harm. It is high time to unite and end this war”"
300,3,"🛑 #Ukraine ‘Cycle of death, destruction’ must stop, UN chief tells Security Council “The war…is senseless in its scope, ruthless in its dimensions and limitless in its potential for global harm. It is high time to unite and end this war”"
301,1,"UN biodiversity conference in Montreal's recognition that it was now or never for nature -- and a flurry of late diplomacy by China -- helped seal a ""historic"" deal at COP15 in Montreal, Quebec, on Dec. 19. #China #Montreal #Egypt #Canada #COP15"
301,2,"UN biodiversity conference in Montreal's recognition that it was now or never for nature -- and a flurry of late diplomacy by China -- helped seal a ""historic"" deal at COP15 in Montreal, Quebec, on Dec. 19 Read more… #China #Montreal #Egypt #Canada #COP15"
301,3,"UN biodiversity conference in Montreal's recognition that it was now or never for nature -- and a flurry of late diplomacy by China -- helped seal a ""historic"" deal at COP15 in Montreal, Quebec, on Dec. 19. Read more: #China #Montreal #Egypt #Canada #COP15"
302,1,"Save your future, #Europe!! Close the sky over #Ukraine!!"
302,2,"Save your future, #Europe!!! Close the sky over #Ukraine!"
302,3,"Save your future, #Europe. Close the sky over #Ukraine! Save your future, #Europe. Close the sky over #Ukraine!"
303,1,Prince Harry to give keynote speech at UN General Assembly for Nelson Mandela Day #news #topstories #berkleybearnews
303,2,Meghan Markle &amp; Prince Harry Hold Hands As They Arrive At UN For Nelson Mandela Day: Photos #CelebrityNews #News
303,3,Prince Harry to give UN keynote speech on Nelson Mandela International Day - The Guardian #news
304,1,#Ukraine war: #Russia interrupts #UN minute's silence
304,2,Russia INTERRUPTS minute's silence for victims of Ukraine at the UN #UkraineRussianWar #UkraineUnderAttack
304,3,Russia interrupts minute silence for victims of Ukraine war at UN secu.. #Russia #UnitedNations #Ukraine #Ukraine #UkraineWar
305,1,"UN envoy on sexual violence in Ukraine says she thinks situation ""is turning into a human trafficking crisis"" - read all on #Ukraine #Ukraina #Russia #UkraineRussiaWar #Ukrainian #UkraineUnderAttack #Russian"
305,2,"UN envoy on sexual violence in Ukraine says she thinks situation ""is turning into a human trafficking crisis"" #Ukraine #Russia #Ukraine #UkraineRussiaWar #Ukrainian #RussianArmy"
305,3,"UN envoy on sexual violence in Ukraine says she thinks situation ""is turning into a human trafficking crisis"" #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar"
306,1,can someone help us? #Ukraine
306,2,Well do something about that 😒 help #Ukraine️
306,3,Help #Ukraine !!!
307,1,"russian invasion of #Ukraine has not only caused human suffering but also #ecocide. The ongoing war has destroyed vital ecosystems and polluted water sources, leaving a lasting impact on Ukraine's environment. Hold #russia accountable for this environmental devastation."
307,2,"The #Ukraine conflict has cast a shadow over a high-stakes #UN summit on biodiversity in Montreal, as Western nations slammed the environmental destruction brought about by #Russia's invasion."
307,3,"[Opinion] In an environmental impact monitoring, the United Nations Environment Programme warns that #Ukraine will be left with a #toxic environmental legacy for generations to come."
308,1,"After Makki and Azhar, #China blocks proposal at #UN to designate Pak-based LeT handler as 'global terrorist.'"
308,2,"After Makki and Azhar, #China blocks proposal at #UN to designate Pak-based LeT handler as 'global terrorist'"
308,3,China blocks proposal by US and India to blacklist Pak-based 26/11 LeT terrorist Sajid Mir by UN #war #terror
309,1,"""Rejection of the agreement announced by the Secretary-General highlights #Russia’s continued disregard towards the UN Charter and core principles of international law."" #SaveMariupol"
309,2,Rejection of the agreement announced by the Secretary-General highlights #Russia’s continued disregard towards the UN Charter and core principles of international law. #SaveMariupol
309,3,Rejection of the agreement announced by the UN Secretary-General highlights #Russia’s continued disregard towards the UN Charter and core principles of international law. #SaveMariupol
310,1,"As part of the #siege, communication &amp; banking services in #Tigray have been completely shut down for +19 months. #EndTigraySiege #ReconnectTigray"
310,2,As part of the #siege Communication &amp; banking services in #Tigray have been completely shut down for +19 months. #EndTigraySiege #ReconnectTigray
310,3,"As part of the #siege, communication &amp; banking services in #Tigray have been completely shut down. #EndTigraySiege #EndTigrayFamine #EndTigrayGenocide"
311,1,Greece complains to NATO and United Nations over Turkey's remarks #Greece #Turkey #nato
311,2,The post Greece Counters Turkey’s Claims in the Aegean to UN appeared first on #Πολεμος_στην_Ουκρανια #survivorGR #news #greece #πολιτικη ...
311,3,Greece Counters Turkey's Claims in the Aegean to UN #News #Greece
312,1,"#EUCO #NATO #UN #UnitedNations #Guterres #UNGA #UNSC #vdL #EuropeofAllPeoples Decentralise the European, American, Russian, and Chinese federations to confederations of independent regions There is too much power and wealth concentrated in too few hands"
312,2,"#NATO #EUCO #UN #UnitedNations #UNSC #UNGA #Guterres #G20 #selfdetermination #democracy #autocracy #oligarchy Decentralise the Russian, Chinese, European, and American federations to confederations of independent regions Decentralise power and wealth"
312,3,"#NATO #EuropeofAllPeoples #UN #UnitedNations #UNGA #selfdetermination Decentralise the US, EU, Russian, and Chinese federations to confederations of fully sovereign regions Decentralise power &amp; wealth"
313,1,"ALL MY CLIENTS ARE SMILING 😁 WE MADE AGAIN, YESTERDAY ODD WON !!! FIXED MATCHES WON!! FIXED MATCHES WON!! CONGRATULATIONS TO OUR VARIOUS SUBSCRIBERS YESTERDAY AND THANKS TO THOSE WHO BELIEVES IN US AND SUBSCRIBE Join my group whatsapp +2347037904292 #Russia #ronaldo"
313,2,"ALL MY CLIENTS ARE SMILING 😁 WE MADE AGAIN, YESTERDAY ODD WON !!! FIXED MATCHES WON!! FIXED MATCHES WON!! CONGRATULATIONS TO OUR VARIOUS SUBSCRIBERS YESTERDAY AND THANKS TO THOSE WHO BELIEVES IN US AND SUBSCRIBE Join my group whatsapp +2349076695772 #Russia #ronaldo"
313,3,"ALL MY CLIENTS ARE SMILING WE MADE AGAIN, YESTERDAY ODD WON !!! FIXED MATCHES WON!! FIXED MATCHES WON! CONGRATULATIONS TO OUR VARIOUS SUBSCRIBERS YESTERDAY AND THANKS TO THOSE WHO BELIEVES IN US AND SUBSCRIBE WhatsApp +2348027017887 #HogwartLegacy #Zelensky #KhosiTheKhontent"
314,1,UN Warns Of ‘Dangerous Escalation’ Of Ukraine-Russia War + More | Russian Invasion ##Ukrainewillwin ##Ukraine ##putin ##russia ##war ##ulraine_war '
314,2,UN Warns Of ‘Dangerous Escalation’ Of Ukraine-Russia War + More | Russian Invasion ##Ukrainewillwin ##UkraineRussianWar ##russia ##war ##ukraine ##stop_war '
314,3,UN Warns Of ‘Dangerous Escalation’ Of Ukraine-Russia War + More | Russian Invasion ##stop_war ##ukraine ##war ##russia
315,1,"The worst drought in 40 years is affecting lives across the #HOA Horn of Africa, with up to 20m people in #Kenya, #Ethiopia &amp; #Somalia at risk of starvation by the end of this year, according to WFP. #Russia’s invasion of #Ukraine is exacerbating the situation."
315,2,"The #Ukraine crisis has been the focus of much attention, but this catastrophe in #Kenya, #Somalia and #Ethiopia should not be ignored. Horn of Africa drought places 22 million people at risk of starvation, says UN"
315,3,"""In the Horn of Africa region, a devastating drought has left 17 million people hungry, mostly in parts of Somalia, Ethiopia and Kenya, according to the United Nations. More than 200,000 people in Somalia are on the brink of famine."" #Ukraine"
316,1,Part 2 - #UkraineRussiaWar #India #China #USA #UK #NATO #UN #Weather #World #Pakistan #Taliban #Israel #Sudan #War.
316,2,Part 2 - #UkraineRussiaWar #India #China #USA #UK #UN #NATO #Weather #World #Pakistan #Taliban #Israel #Sudan #War
316,3,Part 2 - #UkraineRussiaWar #India #China #USA #UK #NATO #UN #Weather #World #Pakistan #Taliban #Israel #Sudan
317,1,"Five more ships have left #Ukrainian ports carrying corn and wheat under a #UN-brokered grain export deal, #Turkey's defense ministry said. #UkraineRussiaWar #Food"
317,2,"Five more ships have left #Ukrainian ports carrying corn and wheat, three from Chornomorsk and two from Pivdennyi, under a UN-brokered grain export deal, Turkey's defense ministry says."
317,3,"Five more ships have left #Ukrainian ports carrying corn and wheat, three from Chornomorsk and two from Pivdennyi, under an UN-brokered grain export deal, #Turkey's defense ministry said on Tuesday."
318,1,"Eritrean &amp; Ethiopian troops have weaponised rape against Tigrayan women &amp; girls across the region Knowing this, dear 🗣Seek #Justice4Tigray 🗣End #TigrayGenocide 🗣Force #EritreaOutOfTigray"
